test_number, cfg_file, cyclomatic_complexity, npath_complexity, path_cplxty_class, path_cplxty_asym, path_cplxty
151,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYPointerAnnotation_setAngle_0_basic.dot,1,1,Constant,1.,1.
152,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYPointerAnnotation_setArrowLength_0_basic.dot,1,1,Constant,1.,1.
153,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYPointerAnnotation_setArrowPaint_0_basic.dot,2,2,Constant,2.,2.
154,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYPointerAnnotation_setArrowStroke_0_basic.dot,2,2,Constant,2.,2.
155,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYPointerAnnotation_setArrowWidth_0_basic.dot,1,1,Constant,1.,1.
156,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYPointerAnnotation_setBaseRadius_0_basic.dot,1,1,Constant,1.,1.
157,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYPointerAnnotation_setLabelOffset_0_basic.dot,1,1,Constant,1.,1.
158,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYPointerAnnotation_setTipRadius_0_basic.dot,1,1,Constant,1.,1.
159,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYPointerAnnotation_writeObject_0_basic.dot,1,1,Constant,1.,1.
160,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYPolygonAnnotation_clone_0_basic.dot,1,1,Constant,1.,1.
161,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYPolygonAnnotation_draw_0_basic.dot,9,31,Polynomial,6.*n,64. + 6.*n
162,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYPolygonAnnotation_equals_0_basic.dot,8,8,Constant,8.,8.
163,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYPolygonAnnotation_getFillPaint_0_basic.dot,1,1,Constant,1.,1.
164,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYPolygonAnnotation_getOutlinePaint_0_basic.dot,1,1,Constant,1.,1.
165,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYPolygonAnnotation_getOutlineStroke_0_basic.dot,1,1,Constant,1.,1.
166,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYPolygonAnnotation_getPolygonCoordinates_0_basic.dot,1,1,Constant,1.,1.
167,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYPolygonAnnotation_hashCode_0_basic.dot,2,2,Constant,2.,2.
168,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYPolygonAnnotation_<init>_0_basic.dot,3,3,Constant,3.,3.
169,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYPolygonAnnotation_readObject_0_basic.dot,1,1,Constant,1.,1.
170,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYPolygonAnnotation_writeObject_0_basic.dot,1,1,Constant,1.,1.
171,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYShapeAnnotation_clone_0_basic.dot,1,1,Constant,1.,1.
172,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYShapeAnnotation_draw_0_basic.dot,6,18,Constant,18.,18.
173,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYShapeAnnotation_equals_0_basic.dot,8,8,Constant,8.,8.
174,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYShapeAnnotation_hashCode_0_basic.dot,2,2,Constant,2.,2.
175,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYShapeAnnotation_<init>_0_basic.dot,2,2,Constant,2.,2.
176,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYShapeAnnotation_readObject_0_basic.dot,1,1,Constant,1.,1.
177,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYShapeAnnotation_writeObject_0_basic.dot,1,1,Constant,1.,1.
178,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_<clinit>_0_basic.dot,1,1,Constant,1.,1.
179,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_clone_0_basic.dot,1,1,Constant,1.,1.
180,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_draw_0_basic.dot,6,24,Constant,24.,24.
181,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_equals_0_basic.dot,15,15,Constant,15.,15.
182,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_getBackgroundPaint_0_basic.dot,1,1,Constant,1.,1.
183,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_getFont_0_basic.dot,1,1,Constant,1.,1.
184,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_getOutlinePaint_0_basic.dot,1,1,Constant,1.,1.
185,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_getOutlineStroke_0_basic.dot,1,1,Constant,1.,1.
186,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_getPaint_0_basic.dot,1,1,Constant,1.,1.
187,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_getRotationAnchor_0_basic.dot,1,1,Constant,1.,1.
188,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_getRotationAngle_0_basic.dot,1,1,Constant,1.,1.
189,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_getText_0_basic.dot,1,1,Constant,1.,1.
190,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_getTextAnchor_0_basic.dot,1,1,Constant,1.,1.
191,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_getX_0_basic.dot,1,1,Constant,1.,1.
192,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_getY_0_basic.dot,1,1,Constant,1.,1.
193,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_hashCode_0_basic.dot,1,1,Constant,1.,1.
194,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_<init>_0_basic.dot,2,2,Constant,2.,2.
195,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_isOutlineVisible_0_basic.dot,1,1,Constant,1.,1.
196,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_readObject_0_basic.dot,1,1,Constant,1.,1.
197,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_setBackgroundPaint_0_basic.dot,1,1,Constant,1.,1.
198,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_setFont_0_basic.dot,2,2,Constant,2.,2.
199,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_setOutlinePaint_0_basic.dot,2,2,Constant,2.,2.
200,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_setOutlineStroke_0_basic.dot,2,2,Constant,2.,2.
201,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_setOutlineVisible_0_basic.dot,1,1,Constant,1.,1.
202,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_setPaint_0_basic.dot,2,2,Constant,2.,2.
203,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_setRotationAnchor_0_basic.dot,2,2,Constant,2.,2.
204,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_setRotationAngle_0_basic.dot,1,1,Constant,1.,1.
205,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_setText_0_basic.dot,2,2,Constant,2.,2.
206,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_setTextAnchor_0_basic.dot,2,2,Constant,2.,2.
207,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_setX_0_basic.dot,1,1,Constant,1.,1.
208,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_setY_0_basic.dot,1,1,Constant,1.,1.
209,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTextAnnotation_writeObject_0_basic.dot,1,1,Constant,1.,1.
210,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTitleAnnotation_clone_0_basic.dot,1,1,Constant,1.,1.
211,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTitleAnnotation_draw_0_basic.dot,14,1260,Constant,1260.,1260.
212,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTitleAnnotation_equals_0_basic.dot,10,10,Constant,10.,10.
213,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTitleAnnotation_getCoordinateType_0_basic.dot,1,1,Constant,1.,1.
214,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTitleAnnotation_getMaxHeight_0_basic.dot,1,1,Constant,1.,1.
215,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTitleAnnotation_getMaxWidth_0_basic.dot,1,1,Constant,1.,1.
216,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTitleAnnotation_getTitle_0_basic.dot,1,1,Constant,1.,1.
217,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTitleAnnotation_getTitleAnchor_0_basic.dot,1,1,Constant,1.,1.
218,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTitleAnnotation_getX_0_basic.dot,1,1,Constant,1.,1.
219,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTitleAnnotation_getY_0_basic.dot,1,1,Constant,1.,1.
220,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTitleAnnotation_hashCode_0_basic.dot,1,1,Constant,1.,1.
221,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTitleAnnotation_<init>_0_basic.dot,3,3,Constant,3.,3.
222,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTitleAnnotation_setMaxHeight_0_basic.dot,1,1,Constant,1.,1.
223,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_annotations_XYTitleAnnotation_setMaxWidth_0_basic.dot,1,1,Constant,1.,1.
224,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_addChangeListener_0_basic.dot,2,2,Constant,2.,2.
225,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_class$_0_basic.dot,2,2,Constant,2.,2.
226,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_<clinit>_0_basic.dot,1,1,Constant,1.,1.
227,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_clone_0_basic.dot,1,1,Constant,1.,1.
228,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_AxisCollection_add_0_basic.dot,7,7,Constant,7.,7.
229,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_AxisCollection_getAxesAtBottom_0_basic.dot,1,1,Constant,1.,1.
230,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_AxisCollection_getAxesAtLeft_0_basic.dot,1,1,Constant,1.,1.
231,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_AxisCollection_getAxesAtRight_0_basic.dot,1,1,Constant,1.,1.
232,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_AxisCollection_getAxesAtTop_0_basic.dot,1,1,Constant,1.,1.
233,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_AxisCollection_<init>_0_basic.dot,1,1,Constant,1.,1.
234,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_createAndAddEntity_0_basic.dot,8,12,Constant,12.,12.
235,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_drawAxisLine_0_basic.dot,5,5,Constant,5.,5.
236,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_drawLabel_0_basic.dot,12,28,Constant,28.,28.
237,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_equals_0_basic.dot,27,27,Constant,27.,27.
238,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_fireChangeEvent_0_basic.dot,1,1,Constant,1.,1.
239,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_getAxisLinePaint_0_basic.dot,1,1,Constant,1.,1.
240,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_getAxisLineStroke_0_basic.dot,1,1,Constant,1.,1.
241,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_getFixedDimension_0_basic.dot,1,1,Constant,1.,1.
242,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_getLabel_0_basic.dot,1,1,Constant,1.,1.
243,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_getLabelAngle_0_basic.dot,1,1,Constant,1.,1.
244,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_getLabelEnclosure_0_basic.dot,5,5,Constant,5.,5.
245,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_getLabelFont_0_basic.dot,1,1,Constant,1.,1.
246,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_getLabelInsets_0_basic.dot,1,1,Constant,1.,1.
247,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_getLabelPaint_0_basic.dot,1,1,Constant,1.,1.
248,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_getLabelToolTip_0_basic.dot,1,1,Constant,1.,1.
249,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_getLabelURL_0_basic.dot,1,1,Constant,1.,1.
250,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_getMinorTickMarkInsideLength_0_basic.dot,1,1,Constant,1.,1.
251,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_getMinorTickMarkOutsideLength_0_basic.dot,1,1,Constant,1.,1.
252,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_getPlot_0_basic.dot,1,1,Constant,1.,1.
253,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_getTickLabelFont_0_basic.dot,1,1,Constant,1.,1.
254,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_getTickLabelInsets_0_basic.dot,1,1,Constant,1.,1.
255,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_getTickLabelPaint_0_basic.dot,1,1,Constant,1.,1.
256,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_getTickMarkInsideLength_0_basic.dot,1,1,Constant,1.,1.
257,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_getTickMarkOutsideLength_0_basic.dot,1,1,Constant,1.,1.
258,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_getTickMarkPaint_0_basic.dot,1,1,Constant,1.,1.
259,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_getTickMarkStroke_0_basic.dot,1,1,Constant,1.,1.
260,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_hasListener_0_basic.dot,1,1,Constant,1.,1.
261,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_<init>_0_basic.dot,1,1,Constant,1.,1.
262,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_isAxisLineVisible_0_basic.dot,1,1,Constant,1.,1.
263,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_isMinorTickMarksVisible_0_basic.dot,1,1,Constant,1.,1.
264,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_isTickLabelsVisible_0_basic.dot,1,1,Constant,1.,1.
265,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_isTickMarksVisible_0_basic.dot,1,1,Constant,1.,1.
266,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_isVisible_0_basic.dot,1,1,Constant,1.,1.
267,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_AxisLocation_<clinit>_0_basic.dot,1,1,Constant,1.,1.
268,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_AxisLocation_equals_0_basic.dot,4,4,Constant,4.,4.
269,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_AxisLocation_getOpposite_0_basic.dot,6,6,Constant,6.,6.
270,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_AxisLocation_<init>_0_basic.dot,1,1,Constant,1.,1.
271,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_AxisLocation_readResolve_0_basic.dot,5,5,Constant,5.,5.
272,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_AxisLocation_toString_0_basic.dot,1,1,Constant,1.,1.
273,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_notifyListeners_0_basic.dot,4,5,Exponential,3.7600000000000002*1.29^n,0.33 + 0.01*0.8300000000000001^n + 0.36*1.09^n + 1.3900000000000001*1.25^n + 3.7600000000000002*1.29^n
274,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_readObject_0_basic.dot,1,1,Constant,1.,1.
275,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_removeChangeListener_0_basic.dot,2,2,Constant,2.,2.
276,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_setAxisLinePaint_0_basic.dot,2,2,Constant,2.,2.
277,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_axis_Axis_setAxisLineStroke_0_basic.dot,2,2,Constant,2.,2.
